"Staper","Fresgn","Datasgn","Nationsgn","Nationnm_en","Eftm0201","Eftm0202"
"2011-05","M","A","100","Asia","81808693","74957063"
"2011-05","M","B","100","Asia","396059904","345642491"
"2011-05","M","A","300","Europe","24757501","33919603"
"2011-05","M","B","300","Europe","114353687","154841784"
"2011-05","M","A","412","Chile","1481889","964440"
"2011-05","M","B","412","Chile","8107910","4052324"
"2011-05","M","A","143","China,Taiwan","10827353","3141720"
"2011-05","M","B","143","China,Taiwan","51322199","14542404"
"2011-05","M","A","302","Denmark","259787","470640"
"2011-05","M","B","302","Denmark","1093115","2200654"
"2011-05","M","A","318","Finland","485947","485012"
"2011-05","M","B","318","Finland","1756782","2394806"
"2011-05","M","A","305","France","1858076","2634444"
"2011-05","M","B","305","France","8675541","11481501"
"2011-05","M","B","432","Panama","17325","5477854"
"2011-05","M","B","138","United Arab Emirates","3457073","9524378"
"2011-05","M","B","114","Iraq","4645693","1586539"
"2011-05","M","B","121","China, Macao","69954","859536"
"2011-05","M","B","113","Iran (Islamic Republic of)","11717909","5387915"
"2011-05","M","B","429","Mexico","3626972","8728632"
"2011-05","M","B","141","Viet Nam","3840700","11102358"
"2011-05","M","B","131","Saudi Arabia","19183641","4943872"
"2011-05","M","B","246","Sudan","4199021","814919"
"2011-05","M","B","331","Switzerland","11628276","1464302"
"2011-05","M","B","309","Netherlands","3612827","21484682"
"2011-05","M","B","609","New Zealand","2276261","1267400"
"2011-05","M","B","311","Portugal","381880","1137981"
"2011-05","M","B","400","Latin America","42309071","43618100"
"2011-05","M","B","312","Spain","3166212","7396406"
"2011-05","M","B","145","Kazakhstan","6010532","3461735"
"2011-05","M","B","110","China, Hong Kong","6347553","103473752"
"2011-05","M","B","112","Indonesia","10896918","11399135"
"2011-05","M","B","310","Greece","102569","1694835"
"2011-05","M","B","126","Oman","5150798","417795"
"2011-05","M","B","307","Italy","6996977","14415341"
"2011-05","M","B","344","Russian Federation","15446780","13684366"
"2011-05","M","B","304","Germany","37359062","28898558"
"2011-05","M","B","704","European Union（EU）","83831769","134181361"
"2011-05","M","B","502","United States of America","52011313","117512960"
"2011-05","M","B","330","Sweden","2824725","2441864"
"2011-05","M","B","127","Pakistan","872586","3204763"
"2011-05","M","B","303","United Kingdom","5417599","15547923"
"2011-05","M","B","115","Israel","1247500","2591635"
"2011-05","M","B","122","Malaysia","24305912","10282766"
"2011-05","M","B","703","Association of Southeast Asian Nations (ASEAN)","74793377","66027378"
"2011-05","M","B","132","Singapore","11676926","14871674"
"2011-05","M","B","705","APEC","443130491","440260404"
"2011-05","M","B","136","Thailand","15864279","9803793"
"2011-05","M","B","236","Nigeria","637596","3493030"
"2011-05","M","B","326","Norway","1644808","1334349"
"2011-05","M","B","133","Republic of Korea","63772497","34127641"
"2011-05","M","B","116","Japan","78310221","55987377"
"2011-05","M","B","306","Ireland","1543932","802539"
"2011-05","M","B","137","Turkey","1143751","6412710"
"2011-05","M","B","129","Philippines","6591139","5364710"
"2011-05","M","B","111","India","10828848","18536915"
"2011-05","M","B","321","Hungary","981736","2657912"
"2011-05","M","B","327","Poland","801430","4195304"
"2011-05","M","A","126","Oman","985914","92445"
"2011-05","M","A","306","Ireland","290660","159777"
"2011-05","M","A","121","China, Macao","15846","200697"
"2011-05","M","A","246","Sudan","896831","213447"
"2011-05","M","A","326","Norway","344881","215184"
"2011-05","M","A","311","Portugal","87012","228543"
"2011-05","M","A","114","Iraq","994639","291174"
"2011-05","M","A","609","New Zealand","454569","322842"
"2011-05","M","A","310","Greece","20428","330563"
"2011-05","M","A","331","Switzerland","1744781","359417"
"2011-05","M","A","321","Hungary","199166","470373"
"2011-05","M","A","330","Sweden","615656","520220"
"2011-05","M","A","115","Israel","327419","538180"
"2011-05","M","A","145","Kazakhstan","1364540","541102"
"2011-05","M","A","127","Pakistan","135101","674891"
"2011-05","M","A","236","Nigeria","14841","814839"
"2011-05","M","A","327","Poland","182513","922944"
"2011-05","M","A","129","Philippines","1442488","1229217"
"2011-05","M","A","113","Iran (Islamic Republic of)","2550719","1264789"
"2011-05","M","A","131","Saudi Arabia","4019557","1369072"
"2011-05","M","A","432","Panama","3511","1487844"
"2011-05","M","A","137","Turkey","265857","1521092"
"2011-05","M","A","312","Spain","662846","1645001"
"2011-05","M","A","429","Mexico","753487","2065290"
"2011-05","M","A","136","Thailand","3115991","2103819"
"2011-05","M","A","138","United Arab Emirates","1058681","2277386"
"2011-05","M","A","122","Malaysia","5199770","2342912"
"2011-05","M","A","141","Viet Nam","869772","2490423"
"2011-05","M","A","112","Indonesia","2429873","2663215"
"2011-05","M","A","307","Italy","1645746","2948367"
"2011-05","M","A","344","Russian Federation","3522502","3183888"
"2011-05","M","A","132","Singapore","2508375","3231381"
"2011-05","M","A","303","United Kingdom","1214148","3410728"
"2011-05","M","A","111","India","1758871","4034581"
"2011-05","M","A","309","Netherlands","840736","4583160"
"2011-05","M","A","304","Germany","8215844","6399573"
"2011-05","M","A","133","Republic of Korea","13211944","7466816"
"2011-05","M","A","116","Japan","14459168","10993954"
"2011-05","M","A","400","Latin America","9722408","11037776"
"2011-05","M","A","703","Association of Southeast Asian Nations (ASEAN)","15859823","14711474"
"2011-05","M","A","110","China, Hong Kong","1435573","22413854"
"2011-05","M","A","502","United States of America","9989468","25838486"
"2011-05","M","A","704","European Union（EU）","18722046","29280712"
"2011-05","M","A","705","APEC","89940808","95565259"
"2011-05","M","A","244","South Africa","2778143","1036158"
"2011-05","M","B","244","South Africa","12950651","4790046"
"2011-05","M","B","500","Northern America","60721506","126985434"
"2011-05","M","A","500","Northern America","11522261","27753580"
"2011-06","M","A","000","World","139708198","161980774"
"2011-06","M","B","000","World","829368581","874298541"
"2011-06","M","A","200","Africa","6893900","6292597"
"2011-06","M","B","200","Africa","46410174","32596331"
"2011-06","M","A","600","Oceania","7148202","3231646"
"2011-06","M","B","600","Oceania","39994336","18215556"
"2011-06","M","A","202","Angola","1717120","208452"
"2011-06","M","B","202","Angola","12004139","1160142"
"2011-06","M","A","402","Argentina","433882","707938"
"2011-06","M","B","402","Argentina","1134949","3618300"
"2011-06","M","A","601","Australia","6618769","2663405"
"2011-06","M","B","601","Australia","36671694","15197607"
"2011-06","M","A","315","Austria","401478","190086"
"2011-06","M","B","315","Austria","2294326","1002583"
"2011-06","M","A","301","Belgium","986354","1662262"
"2011-06","M","B","301","Belgium","4864356","9085293"
"2011-06","M","A","410","Brazil","3959508","2849431"
"2011-06","M","B","410","Brazil","22154159","14579634"
"2011-06","M","A","501","Canada","1747053","2189977"
"2011-06","M","B","501","Canada","10441374","11452444"
"2011-06","M","A","100","Asia","82175285","76252253"
"2011-06","M","B","100","Asia","478318075","421847279"
"2011-06","M","A","300","Europe","22626251","35417272"
"2011-06","M","B","300","Europe","137016188","190257104"
"2011-06","M","A","412","Chile","1543098","926551"
"2011-06","M","B","412","Chile","9670309","4976754"
"2011-06","M","A","143","China,Taiwan","10243015","2979913"
"2011-06","M","B","143","China,Taiwan","61565771","17522408"
"2011-06","M","A","302","Denmark","233799","574244"
"2011-06","M","B","302","Denmark","1326947","2774846"
"2011-06","M","A","318","Finland","305767","605461"
"2011-06","M","B","318","Finland","2062585","3000260"
"2011-06","M","A","305","France","1917786","2836229"
"2011-06","M","B","305","France","10593115","14318183"
"2011-06","M","B","432","Panama","21056","6791871"
"2011-06","M","B","138","United Arab Emirates","4046289","11909744"
"2011-06","M","B","114","Iraq","5339552","1950784"
"2011-06","M","B","113","Iran (Islamic Republic of)","14557584","6552611"
"2011-06","M","B","121","China, Macao","86508","1086612"
"2011-06","M","B","141","Viet Nam","4639712","13420215"
"2011-06","M","B","429","Mexico","4444703","10724048"
"2011-06","M","B","331","Switzerland","12865636","1815774"
"2011-06","M","B","131","Saudi Arabia","23152138","6426275"
"2011-06","M","B","311","Portugal","474874","1391578"
"2011-06","M","B","609","New Zealand","2697668","1562122"
"2011-06","M","B","246","Sudan","4949891","1017377"
"2011-06","M","B","145","Kazakhstan","7426285","4096919"
"2011-06","M","B","112","Indonesia","13490546","14026808"
"2011-06","M","B","309","Netherlands","4207231","26306527"
"2011-06","M","B","312","Spain","3845124","9280393"
"2011-06","M","B","344","Russian Federation","18662722","17226211"
"2011-06","M","B","110","China, Hong Kong","7377686","127047248"
"2011-06","M","B","126","Oman","5988027","498289"
"2011-06","M","B","304","Germany","44974900","35354078"
"2011-06","M","B","400","Latin America","51986130","54168617"
"2011-06","M","B","307","Italy","8575447","17600418"
"2011-06","M","B","330","Sweden","3459496","3013530"
"2011-06","M","B","127","Pakistan","1014073","3825338"
"2011-06","M","B","704","European Union（EU）","101411892","164481427"
"2011-06","M","B","502","United States of America","60930498","145510707"
"2011-06","M","B","303","United Kingdom","6542880","19009309"
"2011-06","M","B","122","Malaysia","29807615","12609686"
"2011-06","M","B","703","Association of Southeast Asian Nations (ASEAN)","91031306","80085108"
"2011-06","M","B","115","Israel","1481588","3123882"
"2011-06","M","B","136","Thailand","19105816","12172958"
"2011-06","M","B","705","APEC","533849593","539381546"
"2011-06","M","B","132","Singapore","13921896","17611882"
"2011-06","M","B","133","Republic of Korea","77077033","40989243"
"2011-06","M","B","326","Norway","1932711","1575513"
"2011-06","M","B","116","Japan","94187413","68160692"
"2011-06","M","B","129","Philippines","8175084","6427984"
"2011-06","M","B","306","Ireland","1823605","957937"
"2011-06","M","B","111","India","12634179","22631467"
"2011-06","M","B","321","Hungary","1204657","3171570"
"2011-06","M","B","236","Nigeria","699188","4273135"
"2011-06","M","B","327","Poland","931637","5075285"
"2011-06","M","B","137","Turkey","1401687","8001701"
"2011-06","M","B","310","Greece","132195","1954974"
"2011-06","M","A","126","Oman","837420","80495"
"2011-06","M","A","306","Ireland","279673","155375"
"2011-06","M","A","246","Sudan","748845","202238"
"2011-06","M","A","121","China, Macao","16554","227084"
"2011-06","M","A","326","Norway","287829","241164"
"2011-06","M","A","311","Portugal","92988","253652"
"2011-06","M","A","310","Greece","29626","260116"
"2011-06","M","A","609","New Zealand","424257","294731"
"2011-06","M","A","331","Switzerland","1237511","351502"
"2011-06","M","A","114","Iraq","689864","364773"
"2011-06","M","A","321","Hungary","222921","513667"
"2011-06","M","A","115","Israel","234088","532374"
"2011-06","M","A","330","Sweden","634774","571649"
"2011-06","M","A","127","Pakistan","141543","620659"
"2011-06","M","A","145","Kazakhstan","1410171","635184"
"2011-06","M","A","236","Nigeria","61409","780093"
"2011-06","M","A","327","Poland","130206","879941"
"2011-06","M","A","129","Philippines","1583337","1063671"
"2011-06","M","A","113","Iran (Islamic Republic of)","2835589","1162376"
"2011-06","M","A","432","Panama","3730","1314959"
"2011-06","M","A","131","Saudi Arabia","3978265","1480651"
"2011-06","M","A","137","Turkey","257685","1589344"
"2011-06","M","A","312","Spain","678033","1883466"
"2011-06","M","A","429","Mexico","816624","1995727"
"2011-06","M","A","141","Viet Nam","798263","2319545"
"2011-06","M","A","122","Malaysia","5491511","2326968"
"2011-06","M","A","136","Thailand","3236606","2368736"
"2011-06","M","A","138","United Arab Emirates","567997","2386256"
"2011-06","M","A","112","Indonesia","2594331","2627433"
"2011-06","M","A","132","Singapore","2236436","2740190"
"2011-06","M","A","307","Italy","1577164","3184289"
"2011-06","M","A","303","United Kingdom","1124905","3462286"
"2011-06","M","A","344","Russian Federation","3169795","3542494"
"2011-06","M","A","111","India","1814287","4097663"
"2011-06","M","A","309","Netherlands","595070","4820851"
"2011-06","M","A","304","Germany","7636363","6456610"
"2011-06","M","A","133","Republic of Korea","13300739","6862740"
"2011-06","M","A","400","Latin America","9578799","10554013"
"2011-06","M","A","116","Japan","15873537","12198900"
"2011-06","M","A","703","Association of Southeast Asian Nations (ASEAN)","16212167","14060069"
"2011-06","M","A","110","China, Hong Kong","1029760","23582068"
"2011-06","M","A","502","United States of America","8900245","28000453"
"2011-06","M","A","704","European Union（EU）","17589389","30301072"
"2011-06","M","A","705","APEC","90551551","99165449"
"2011-06","M","A","244","South Africa","2397479","1040237"
"2011-06","M","B","244","South Africa","15345995","5830110"
"2011-06","M","B","500","Northern America","71390104","157213654"
"2011-06","M","A","500","Northern America","10650335","30232992"
"2011-07","M","A","000","World","143644427","175128036"
"2011-07","M","B","000","World","973168790","1049377982"
"2011-07","M","A","200","Africa","6992108","7176749"
"2011-07","M","B","200","Africa","53407682","39771512"
"2011-07","M","A","600","Oceania","8106789","3761917"
"2011-07","M","B","600","Oceania","48142954","21977478"
"2011-07","M","A","202","Angola","1605708","265267"
"2011-07","M","B","202","Angola","13610338","1425384"
"2011-07","M","A","402","Argentina","928986","789796"
"2011-07","M","B","402","Argentina","2063950","4408207"
